#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2018-03-31T19:04:16 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5abfdb1b1d11f	
#INFO	-out.max=unlimited	
#INFO	queryParameters=15	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_Glon,_Glat
#-nav=cat:B/ocl&tab:{B/ocl/clusters}&key:source=B/ocl/clusters&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=B/ocl/clusters
#-order=I
#-out=Cluster
#-out=RAJ2000
#-out=DEJ2000
#-out=Dist
#-out=Age
#

#RESOURCE=yCat_102022
#Name: B/ocl
#Title: Optically visible open clusters and Candidates (Dias+ 2002-2015)
#Coosys	G:	galactic
#Table	B_ocl_clusters:
#Name: B/ocl/clusters
#Title: The Catalogue Data File (V3.5)
#Column	_Glon	(F7.3)	Galactic longitude (computed by VizieR, not part of the original data)	[ucd=pos.galactic.lon]
#Column	_Glat	(F7.3)	Galactic latitude (computed by VizieR, not part of the original data)	[ucd=pos.galactic.lat]
#Column	Cluster	(a17)	Cluster name	[ucd=meta.id;meta.main]
#Column	RAJ2000	(A8)	Right Ascension J2000	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	Declination J2000	[ucd=pos.eq.dec;meta.main]
#Column	Dist	(I5)	[25/15000]? Distance from WEBDA [NULL integer written as an empty string]	[ucd=pos.distance;pos.heliocentric]
#Column	Age	(F6.3)	[6/10.1]? Age (in log t)	[ucd=time.age]
_Glon	_Glat	Cluster	RAJ2000	DEJ2000	Dist	Age
011.661	 -1.744	Dias 5           	18 17 40	-19 40 12	 1760	 7.140
018.247	 +1.695	NGC 6604         	18 18 03	-12 14 30	 1696	 6.810
012.860	 -1.306	NGC 6603         	18 18 26	-18 24 24	 3600	 8.300
040.216	+12.758	Alessi 19        	18 18 28	+12 10 00	  550	 8.000
016.954	 +0.793	NGC 6611         	18 18 48	-13 48 24	 1800	 6.110
005.214	 -5.537	ESO 522 16       	18 19 05	-27 07 48	     	
014.183	 -1.011	NGC 6613         	18 19 58	-17 06 06	 1296	 7.223
000.658	 -8.158	Ferrero 1        	18 20 13	-32 21 06	  750	 8.270
330.844	-20.878	NGC 6588         	18 20 33	-63 48 30	 2314	 9.650
015.095	 -0.745	NGC 6618         	18 20 47	-16 10 18	 1300	 6.000
016.816	 +0.027	Kronberger 2     	18 21 19	-14 17 24	 3065	 8.000
000.035	 -8.855	Ruprecht 140     	18 21 51	-33 13 00	     	
016.661	 -0.320	Kharchenko 2     	18 22 17	-14 35 24	 1990	 8.000
016.583	 -0.467	Kronberger 25    	18 22 40	-14 43 41	 1220	 7.700
016.680	 -0.448	Kharchenko 3     	18 22 47	-14 38 00	 2130	 8.000
019.045	 +0.795	NGC 6625         	18 22 50	-11 57 42	 1335	 8.700
015.024	 -1.630	Dolidze 52       	18 23 54	-16 39 00	 1318	 7.300
012.397	 -3.228	Trumpler 33      	18 24 42	-19 43 00	 1755	 7.685
021.050	 +1.200	Ruprecht 170     	18 25 12	-10 00 00	 5785	 6.000
016.965	 -1.035	Dolidze 28       	18 25 29	-14 39 21	 1258	 8.250
343.777	-16.997	Mamajek 4        	18 26 00	-51 00 00	  385	 8.800
018.444	 -0.415	Bica 3           	18 26 04	-13 03 32	 1640	 7.400
019.481	 -0.177	NGC 6631         	18 27 11	-12 01 48	 2600	 8.600
036.011	 +8.328	NGC 6633         	18 27 15	+06 30 30	  376	 8.629
019.744	 -0.559	FSR 0059         	18 29 04	-11 58 31	 1550	 8.400
017.156	 -2.277	FSR 0054         	18 30 24	-15 03 47	 2325	 8.905
019.604	 -1.028	Dias 6           	18 30 30	-12 18 59	 2239	 8.850
018.915	 -1.520	NGC 6639         	18 30 59	-13 09 18	  700	 8.860
019.694	 -1.201	Ruprecht 141     	18 31 18	-12 19 00	 1800	 7.480
013.702	 -4.434	IC 4725          	18 31 47	-19 07 00	  620	 7.965
016.784	 -2.918	FSR 0052         	18 32 03	-15 41 18	 1173	 7.500
019.871	 -1.352	Ruprecht 142     	18 32 11	-12 13 47	 1735	 8.600
016.478	 -3.112	Ruprecht 171     	18 32 11	-16 02 59	 1140	 9.500
020.004	 -1.398	Ruprecht 143     	18 32 36	-12 08 00	 2062	 8.650
015.782	 -3.588	NGC 6645         	18 32 37	-16 53 08	 1245	 8.600
021.635	 -0.785	NGC 6649         	18 33 27	-10 24 12	 1369	 7.566
020.749	 -1.278	Ruprecht 144     	18 33 34	-11 25 00	 1600	 8.650
013.907	 -5.601	Alessi 40        	18 36 35	-19 27 54	  800	 7.880
024.294	 -0.287	NGC 6664         	18 36 37	-07 48 48	 1164	 7.162
036.381	 +5.242	IC 4756          	18 39 00	+05 27 00	  484	 8.699
026.230	 -0.144	Stephenson 2     	18 39 41	-06 01 41	 5900	 7.300
024.119	 -1.264	Trumpler 34      	18 39 48	-08 25 00	 1342	 8.585
351.285	-16.619	ESO 281 24       	18 39 59	-44 11 54	 3830	 8.945
028.120	 +0.438	Dolidze 32       	18 41 05	-04 04 51	 1381	 6.000
027.897	 +0.262	Dolidze 33       	18 41 18	-04 21 37	 1067	 7.500
028.039	 +0.167	Dolidze 34       	18 41 54	-04 16 37	 1422	 7.950
026.355	 -0.788	NGC 6683         	18 42 13	-06 12 42	 1197	 7.000
027.237	 -0.409	Teutsch 145      	18 42 29	-05 15 12	 2700	 8.300
001.548	-12.942	ASCC 98          	18 42 36	-33 37 48	  800	 8.330
028.281	 +0.011	Trumpler 35      	18 42 54	-04 08 00	 1206	 7.862
027.734	 -0.667	Andrews Lindsay 5	18 44 19	-04 55 48	 2289	 6.000
031.138	 +0.833	Berkeley 79      	18 45 12	-01 13 00	 2300	 7.810
023.879	 -2.914	NGC 6694         	18 45 18	-09 23 00	 1660	 8.260
029.090	 -0.443	FSR 0087         	18 46 00	-03 37 15	 1174	 8.250
033.032	 +1.152	FSR 0098         	18 47 31	+00 36 51	 5387	 6.100
009.255	-10.792	NGC 6698         	18 48 04	-25 52 42	 1150	 9.280
027.355	 -1.947	Basel 1          	18 48 12	-05 51 00	 2178	 7.893
029.491	 -0.980	FSR 0089         	18 48 39	-03 30 34	 1516	 8.300
015.893	 -7.918	ASCC 99          	18 49 05	-18 43 48	  280	 8.710
035.145	 +1.752	FSR 0101         	18 49 14	+02 46 06	 1900	 8.950
037.128	 +2.633	Czernik 38       	18 49 42	+04 56 00	 1910	 7.000
031.816	 -0.121	FSR 0094         	18 49 50	-01 02 55	 2069	 6.000
029.621	 -1.385	FSR 0090         	18 50 20	-03 34 42	 1388	 8.695
016.488	 -8.031	Ruprecht 145     	18 50 36	-18 15 00	  320	 7.500
028.219	 -2.218	NGC 6704         	18 50 45	-05 12 18	 2974	 7.863
027.307	 -2.776	NGC 6705         	18 51 05	-06 16 12	 1877	 8.400
042.120	 +4.715	NGC 6709         	18 51 18	+10 19 06	 1075	 8.178
033.112	 +0.056	Teutsch 146      	18 51 34	+00 11 10	 3800	 8.600
014.883	 -9.236	Collinder 394    	18 52 16	-20 12 12	  690	 7.803
066.863	+15.515	Stephenson 1     	18 53 30	+36 55 00	  390	 7.731
032.183	 -1.206	Berkeley 80      	18 54 22	-01 13 00	 1413	 8.600
015.395	 -9.593	NGC 6716         	18 54 34	-19 54 06	  789	 7.961
038.256	 +1.778	Archinal 1       	18 54 49	+05 32 54	 1413	 7.100
042.959	 +4.105	Poole J1855+10.8 	18 55 03	+10 47 21	 4457	 8.975
052.771	 +8.737	Alessi 62        	18 55 49	+21 34 49	  546	 8.950
043.035	 +3.914	Poole J1856+10.8 	18 55 53	+10 46 17	 4389	 8.975
009.062	-12.983	ESO 524 01       	18 56 37	-26 57 39	 2800	 9.500
042.842	 +3.577	NGC 6724         	18 56 45	+10 26 47	 1105	 8.950
025.749	 -5.686	NGC 6728         	18 58 44	-08 58 12	 1000	 8.930
033.556	 -2.259	NGC 6735         	19 00 37	-00 28 30	 1466	 8.700
060.367	+10.922	NGC 6743         	19 01 20	+29 16 36	 1111	 9.150
044.398	 +3.102	NGC 6738         	19 01 21	+11 36 54	  700	 9.160
064.377	+12.663	ASCC 100         	19 01 37	+33 34 12	  350	 8.010
033.692	 -2.484	Berkeley 81      	19 01 40	-00 27 22	 3000	 9.000
017.434	-10.670	NGC 6737         	19 02 20	-18 32 59	 2120	 8.700
034.330	 -2.784	FSR 0100         	19 03 54	-00 01 34	 2687	 8.000
003.592	-16.984	ESO 397 01       	19 04 09	-33 23 06	 1089	 9.100
043.211	 +0.967	Alessi 56        	19 06 52	+09 35 00	 3900	
040.361	 -0.700	Juchert 3        	19 07 33	+06 17 10	  828	 8.950
038.647	 -1.638	Czernik 39       	19 07 44	+04 20 00	 1340	 7.000
038.598	 -1.688	NGC 6755         	19 07 49	+04 16 00	 1421	 7.719
039.088	 -1.681	NGC 6756         	19 08 42	+04 42 18	 1507	 7.790
036.309	 -3.211	FSR 0107         	19 09 02	+01 32 10	 2847	 9.100
048.357	 +2.455	Riddle 15        	19 11 09	+14 50 04	 6288	 9.100
046.853	 +1.624	Berkeley 82      	19 11 20	+13 07 06	  860	 7.493
045.948	 +1.052	FSR 0124         	19 11 42	+12 03 05	 3026	 8.750
045.948	 +1.052	FSR 0123         	19 11 42	+12 03 05	 3308	 8.760
067.994	+11.587	ASCC 101         	19 13 37	+36 19 48	  350	 8.520
355.015	-21.894	ESO 282 26       	19 13 52	-42 38 54	 1400	 9.110
039.976	 -3.003	NGC 6773         	19 15 03	+04 52 54	 2160	 8.000
045.652	 -0.182	Berkeley 43      	19 15 36	+11 13 00	 1030	 8.500
021.012	-12.816	Ruprecht 147     	19 16 42	-16 17 00	  295	 9.400
035.007	 -6.063	NGC 6775         	19 16 48	-00 55 24	 1185	 8.950
345.871	-24.719	ESO 231 30       	19 16 52	-51 29 30	 3276	 9.500
053.212	 +3.354	Berkeley 44      	19 17 12	+19 33 00	 1800	 9.110
338.952	-26.173	ESO 141 47       	19 18 03	-57 54 12	 1787	 9.100
050.040	 +1.146	Berkeley 45      	19 19 12	+15 43 00	 2350	 8.600
000.498	-21.321	ESO 337 23       	19 19 13	-37 37 18	 1995	 9.200
069.958	+10.904	NGC 6791         	19 20 53	+37 46 18	 5035	 9.920
050.197	 +0.765	Alessi 57        	19 20 54	+15 40 36	 3900	
048.547	 -0.182	FSR 0126         	19 21 09	+13 46 30	 2110	 6.950
047.727	 -1.001	Juchert 1        	19 22 32	+12 40 00	 2623	 9.100
056.167	 +3.317	NGC 6793         	19 23 14	+22 08 30	 1100	 8.640
051.677	 +0.577	FSR 0134         	19 24 30	+16 53 33	 2478	 7.000
063.269	 +6.643	ASCC 102         	19 24 50	+29 57 00	 1500	 8.790
049.167	 -0.979	Kronberger 13    	19 25 15	+13 56 42	 1380	 8.600
047.170	 -2.095	Dolidze 35       	19 25 24	+11 39 30	  708	 8.600
044.065	 -3.854	FSR 0118         	19 25 45	+08 05 42	 2883	 9.025
049.393	 -1.321	FSR 0129         	19 26 56	+13 58 56	 1305	 8.480
059.237	 +3.945	NGC 6800         	19 27 07	+25 08 24	 1000	 8.590
015.119	-18.022	ESO 525 08       	19 27 16	-23 34 35	 1640	 9.000
052.561	 -0.058	Berkeley 47      	19 28 36	+17 22 06	 1070	 8.700
050.412	 -1.342	King 26          	19 29 01	+14 52 02	 2600	 8.640
057.857	 +2.645	Teutsch 40       	19 29 16	+23 18 38	 2980	 8.900
051.122	 -1.166	FSR 0133         	19 29 47	+15 34 28	 2814	 8.415
053.770	 +0.164	Teutsch 42       	19 30 13	+18 32 09	 1600	 7.500
055.326	 +0.917	NGC 6802         	19 30 35	+20 15 42	 1778	 8.980
051.104	 -1.427	FSR 0131         	19 30 42	+15 25 59	 1303	 6.700
054.179	 -0.612	Kronberger 79    	19 33 55	+18 31 12	 2700	 8.350
055.784	 -0.188	FSR 0142         	19 35 39	+20 07 44	 2669	 6.400
060.247	 +2.257	Stock 1          	19 35 48	+25 13 00	  318	 8.480
069.458	 +7.261	Teutsch 35       	19 35 56	+35 40 06	  700	 8.370
079.210	+12.015	NGC 6811         	19 37 17	+46 23 18	 1215	 8.799
054.735	 -1.243	Teutsch 27       	19 37 23	+18 41 55	 2480	 8.780
038.650	-10.262	Collinder 401    	19 38 21	+00 20 43	     	
054.902	 -1.557	ASCC 104         	19 38 53	+18 41 24	  800	 7.710
061.031	 +1.734	Saurer 5         	19 39 31	+25 38 42	 8329	 9.050
061.644	 +1.908	Kronberger 31    	19 40 11	+26 15 48	11900	
073.984	 +8.491	NGC 6819         	19 41 16	+40 11 49	 2403	 9.360
062.790	 +2.152	ASCC 105         	19 41 46	+27 22 48	  500	 8.000
072.720	 +7.557	Skiff J1942+38.6 	19 42 24	+38 39 00	 2642	 9.250
059.140	 -0.113	Collinder 404    	19 42 28	+23 05 16	     	
040.208	-10.641	Alessi 44        	19 42 33	+01 31 23	  500	 8.420
057.476	 -1.100	Czernik 40       	19 42 36	+21 09 14	 3090	 8.900
065.057	 +3.188	Teutsch 43       	19 42 46	+29 51 37	 2100	 9.300
059.402	 -0.144	NGC 6823         	19 43 09	+23 18 00	 3176	 6.500
062.710	 +1.345	FSR 0160         	19 44 44	+26 54 36	 2289	 8.690
064.761	 +2.505	Turner 9         	19 44 49	+29 15 54	  852	 8.200
054.600	 -3.400	Roslund 1        	19 45 00	+17 31 00	  670	 8.470
063.844	 +1.884	Kronberger 4     	19 45 11	+28 09 40	 7900	
063.576	 +1.709	Turner 8         	19 45 16	+27 50 30	 2160	 9.700
060.194	 -0.283	Roslund 2        	19 45 24	+23 55 00	 2000	 6.890
060.941	 -0.108	Dolidze 53       	19 46 23	+24 39 05	 1392	 7.335
060.754	 -0.564	Teutsch 7        	19 47 42	+24 15 34	 7070	 8.480
060.000	 -1.076	FSR 0154         	19 47 58	+23 21 02	 4394	 7.000
062.316	 +0.276	FSR 0158         	19 47 59	+26 01 56	 2769	 8.505
092.005	+16.349	NGC 6832         	19 48 15	+59 25 18	 1750	 9.480
063.453	 +0.829	Turner 1         	19 48 25	+27 17 35	 1675	 7.460
058.865	 -1.891	ASCC 107         	19 48 32	+21 57 36	  700	 8.410
058.263	 -2.337	NGC 6827         	19 48 53	+21 12 54	 4550	 8.980
058.279	 -2.454	Dias 7           	19 49 21	+21 10 12	 2540	 9.300
046.831	 -9.275	NGC 6828         	19 50 17	+07 54 12	  600	 8.560
060.135	 -1.800	NGC 6830         	19 50 59	+23 06 00	 1639	 7.572
062.005	 -0.701	Czernik 41       	19 51 01	+25 16 07	 1360	 8.700
068.010	 +2.851	Saurer 6         	19 51 02	+32 14 35	 9330	 9.290
069.182	 +3.363	FSR 0182         	19 51 46	+33 30 43	 4569	 9.000
050.336	 -7.822	Dias 8           	19 52 06	+11 38 04	 2220	 9.350
065.698	 +1.189	NGC 6834         	19 52 12	+29 24 30	 2067	 7.883
056.279	 -4.654	Harvard 20       	19 53 06	+18 20 00	 1604	 8.050
050.519	 -8.009	NGC 6837         	19 53 08	+11 41 54	  943	 9.000
074.455	 +5.986	ASCC 108         	19 53 49	+39 22 12	 1100	 8.640
070.339	 +3.511	ASCC 109         	19 54 00	+34 34 48	  450	 8.310
056.114	 -5.152	NGC 6839         	19 54 33	+17 56 18	 1410	 9.150
051.162	 -8.253	NGC 6840         	19 55 18	+12 07 36	 1970	 9.110
051.293	 -8.404	NGC 6843         	19 56 06	+12 09 48	 1945	 9.110
068.691	 +1.919	NGC 6846         	19 56 28	+32 20 54	 4450	 8.700
066.882	 +0.783	NGC 6847         	19 56 37	+30 12 48	 1894	 8.700
068.119	 +1.436	SAI 132          	19 57 01	+31 36 31	 2860	 8.750
064.103	 -1.295	FSR 0165         	19 58 06	+26 45 31	 2628	 6.910
067.628	 +0.856	Kronberger 52    	19 58 08	+30 53 18	  705	 8.110
069.053	 +1.704	Loiano 1         	19 58 14	+32 32 42	 2700	 8.400
058.811	 -4.682	Roslund 3        	19 58 42	+20 29 00	 1467	 8.036
089.683	+13.527	NGC 6856         	19 59 17	+56 07 48	 1704	 9.260
070.979	 +2.575	Berkeley 49      	19 59 30	+34 38 30	 2090	 8.900
083.645	+10.129	Patchick 89      	19 59 33	+49 18 50	 1845	 9.350
063.224	 -2.420	FSR 0163         	20 00 19	+25 25 16	 3412	 8.550
067.652	 +0.248	Kronberger 68    	20 00 36	+30 35 23	  710	 8.300
066.057	 -0.922	Berkeley 83      	20 01 18	+28 37 00	 5728	 8.950
070.305	 +1.721	Toepler 1        	20 01 18	+33 37 12	 2793	 7.850
063.211	 -2.751	FSR 0162         	20 01 32	+25 14 06	 1721	 8.950
068.530	 +0.445	Kronberger 69    	20 01 59	+31 26 18	 6140	 7.850
070.646	 +1.741	FSR 0188         	20 02 05	+33 55 09	 3354	 8.200
071.860	 +2.426	Teutsch 8        	20 02 23	+35 18 41	 1600	 7.000
072.176	 +2.607	FSR 0198         	20 02 27	+35 40 31	 1700	 7.000
077.659	 +5.982	Dolidze 36       	20 02 30	+42 06 00	  900	 8.830
051.360	-10.304	NGC 6858         	20 02 56	+11 15 30	 1310	 9.400
070.450	 +1.394	ASCC 110         	20 03 00	+33 34 12	  800	 8.750
073.941	 +3.576	Dolidze 37       	20 03 00	+37 41 00	 1400	 7.585
069.107	 +0.519	Kronberger 54    	20 03 08	+31 58 01	 1715	 8.400
079.560	 +6.839	NGC 6866         	20 03 55	+44 09 30	 1189	 8.910
070.926	 +1.272	Berkeley 84      	20 04 43	+33 54 24	 2750	 8.650
031.654	-20.989	Alessi 10        	20 04 46	-10 28 42	  513	 8.350
065.161	 -2.405	FSR 0167         	20 04 50	+27 04 14	 1993	 8.200
066.984	 -1.270	Roslund 4        	20 04 54	+29 13 00	 2000	 6.600
011.244	-28.189	ESO 461 38       	20 04 54	-30 21 00	 2402	 8.975
070.729	 +0.963	FSR 0190         	20 05 28	+33 34 29	 3924	 6.100
077.208	 +4.999	Dolidze 38       	20 05 42	+41 12 00	 1200	 8.950
076.652	 +4.629	Dol Dzim 10      	20 05 48	+40 32 00	 1670	 9.000
072.645	 +2.054	NGC 6871         	20 05 59	+35 46 36	 1574	 6.958
072.536	 +1.852	Kronberger 28    	20 06 32	+35 34 34	  550	 8.600
074.906	 +3.298	Basel 6          	20 06 48	+38 21 00	 1548	 7.977
071.101	 +0.854	FSR 0192         	20 06 52	+33 49 48	 2645	 7.200
072.732	 +1.744	Biurakan 1       	20 07 30	+35 41 00	 1600	 7.250
060.451	 -6.154	NGC 6873         	20 07 44	+21 05 51	 1250	 8.940
065.929	 -2.689	FSR 0170         	20 07 46	+27 33 55	 4023	 8.900
072.751	 +1.346	Biurakan 2       	20 09 12	+35 29 00	 1106	 7.011
073.657	 +1.828	Dolidze 1        	20 09 38	+36 30 21	 1445	 7.600
070.658	 -0.152	FSR 0189         	20 09 46	+32 54 47	 2588	 6.500
077.774	 +4.423	Dolidze 2        	20 09 54	+41 22 00	 4296	 8.785
071.400	 +0.273	Roslund 5        	20 10 00	+33 46 00	  389	 7.832
077.688	 +4.279	IC 1311          	20 10 18	+41 13 00	 6026	 9.200
072.451	 +0.859	Berkeley 50      	20 10 24	+34 58 00	 2653	 8.350
074.621	 +2.078	ASCC 111         	20 11 13	+37 27 00	 1600	 7.050
073.277	 +1.175	NGC 6883         	20 11 19	+35 49 54	 1380	
065.524	 -3.962	Collinder 416    	20 11 35	+26 32 04	     	
073.119	 +1.003	Ruprecht 172     	20 11 36	+35 36 18	 1100	 8.910
065.781	 -3.849	NGC 6882         	20 11 47	+26 48 42	  432	 8.200
072.147	 +0.291	Berkeley 51      	20 11 54	+34 24 06	 1300	 9.050
065.737	 -3.921	AH03 J2011+26.7  	20 11 57	+26 44 08	 2567	 7.350
065.530	 -4.074	NGC 6885         	20 12 01	+26 28 42	  597	 9.160
075.110	 +2.137	Kronberger 72    	20 12 19	+37 53 27	 1055	 8.700
067.881	 -2.831	FSR 0178         	20 13 08	+29 07 24	 3700	 9.180
074.317	 +1.265	Kronberger 73    	20 13 47	+36 44 55	 1695	 8.600
067.899	 -3.177	Berkeley 52      	20 14 30	+28 56 48	 4900	 9.300
078.143	 +3.519	FSR 0219         	20 15 00	+41 10 46	  884	 6.500
072.111	 -0.510	Patchick 75      	20 15 02	+33 55 43	 1442	 8.950
074.601	 +1.045	Dolidze 3        	20 15 29	+36 51 47	 1032	 8.290
075.373	 +1.316	IC 4996          	20 16 31	+37 39 19	 2398	 6.870
087.458	 +9.278	Alessi Teutsch 11	20 16 32	+52 04 30	  550	 8.150
072.071	 -0.992	FSR 0195         	20 16 51	+33 37 36	 2331	 9.345
076.908	 +2.072	vdBergh 130      	20 17 42	+39 21 00	 1589	 7.400
075.827	 +1.320	Feibelman 1      	20 17 47	+38 02 00	 1457	 6.700
074.744	 +0.550	Dolidze 4        	20 17 56	+36 42 19	     	
075.760	 +1.239	Dolidze 40       	20 17 56	+37 55 59	 2702	 8.400
074.792	 +0.578	Kronberger 74    	20 17 57	+36 45 37	 1760	 9.000
078.099	 +2.781	Collinder 419    	20 18 07	+40 43 55	  740	 6.850
079.686	 +3.826	FSR 0232         	20 18 14	+42 37 50	 1546	 8.150
070.242	 -2.611	Teutsch 124      	20 18 21	+31 12 22	  840	 9.840
075.707	 +0.992	Dolidze 41       	20 18 49	+37 45 00	     	
075.726	 +0.981	Berkeley 85      	20 18 55	+37 45 33	 1760	 9.000
078.426	 +2.648	FSR 0223         	20 19 40	+40 55 40	 2466	 6.550
076.122	 +1.065	Dolidze 42       	20 19 42	+38 08 00	  972	 7.542
078.395	 +2.532	FSR 0222         	20 20 05	+40 50 11	 1238	 7.200
077.161	 +1.667	Dolidze 5        	20 20 10	+39 19 50	  969	 8.100
076.667	 +1.273	Berkeley 86      	20 20 24	+38 42 00	 1112	 7.116
078.872	 +2.756	Dolidze 6        	20 20 32	+41 21 24	     	
078.775	 +2.629	Kronberger 58    	20 20 48	+41 12 17	 1515	 8.200
084.552	 +6.395	Berkeley 88      	20 21 36	+48 05 00	 6319	 9.200
075.715	 +0.304	Berkeley 87      	20 21 42	+37 22 00	  633	 7.152
066.135	 -6.311	NGC 6904         	20 21 48	+25 44 24	 1355	 9.000
079.430	 +2.542	Collinder 421    	20 23 10	+41 41 35	 1050	 8.400
078.683	 +2.013	NGC 6910         	20 23 12	+40 46 42	 1139	 7.127
075.347	 -0.500	Kronberger 57    	20 23 57	+36 36 18	 1295	 8.200
076.905	 +0.594	NGC 6913         	20 23 57	+38 30 30	 1540	 6.700
074.779	 -0.965	Majaess 207      	20 24 13	+35 52 21	     	
080.042	 +2.693	Dolidze 8        	20 24 23	+42 16 52	 1078	 8.855
083.160	 +4.822	Berkeley 89      	20 24 36	+46 03 00	 2040	 9.050
080.522	 +2.944	FSR 0239         	20 24 46	+42 49 04	     	
078.466	 +1.362	FSR 0224         	20 25 21	+40 13 37	 1427	 9.005
079.898	 +2.294	Dolidze 9        	20 25 42	+41 56 00	 1063	 8.000
078.481	 +1.150	Dolidze 10       	20 26 18	+40 07 00	     	
079.590	 +1.892	Dolidze 11       	20 26 30	+41 27 00	 1813	 7.350
076.207	 -0.545	FSR 0210         	20 26 37	+37 16 52	 1087	 8.800
313.583	-30.757	ESO 026 02       	20 26 38	-80 00 12	 2473	 9.700
077.628	 +0.381	FSR 0213         	20 26 59	+38 58 32	 1434	 8.715
075.354	 -1.425	Teutsch 30       	20 27 43	+36 04 32	 1600	 6.900
074.645	 -2.084	Teutsch 28       	20 28 19	+35 06 55	 3100	 9.950
078.121	 +0.297	Roslund 6        	20 28 49	+39 19 36	  450	 8.470
080.156	 +1.562	Dolidze 44       	20 29 42	+41 43 00	 1499	 8.155
082.356	 +2.957	Wit 4            	20 30 35	+44 18 55	 1456	 8.000
095.903	+12.304	NGC 6939         	20 31 30	+60 39 42	 1800	 9.200
080.277	 +0.948	FSR 0236         	20 32 44	+41 27 08	  901	 8.200
080.138	 +0.743	Bica 1           	20 33 10	+41 13 07	 1800	 6.600
080.223	 +0.787	Bica 2           	20 33 15	+41 18 45	 1800	 6.600
083.751	 +3.302	FSR 0260         	20 33 40	+45 38 35	 1318	 8.930
079.353	 +0.004	Kronberger 59    	20 33 50	+40 08 53	  780	 8.000
069.860	 -7.147	NGC 6940         	20 34 26	+28 17 00	  770	 8.858
064.910	-10.743	NGC 6938         	20 34 42	+22 12 54	 1250	 9.110
080.477	 +0.617	FSR 0238         	20 34 47	+41 24 56	 3091	 6.770
081.703	 +1.494	FSR 0247         	20 34 57	+42 55 20	     	
090.091	 +7.647	Patchick 103     	20 35 08	+53 18 00	 2220	 8.900
084.877	 +3.784	Berkeley 90      	20 35 18	+46 50 00	 2070	 8.050
082.928	 +2.200	FSR 0255         	20 35 53	+44 19 31	 1233	 7.900
085.409	 +3.745	Majaess 209      	20 37 21	+47 14 04	     	
081.498	 +0.618	FSR 0245         	20 38 05	+42 13 52	 1186	 8.580
081.748	 +0.735	FSR 0249         	20 38 24	+42 30 03	 1790	 6.100
082.330	 +0.757	FSR 0251         	20 40 14	+42 58 33	  857	 8.700
081.629	 +0.150	FSR 0246         	20 40 31	+42 03 00	     	
061.107	-15.198	NGC 6950         	20 41 04	+16 37 06	 1070	 9.260
076.640	 -4.028	Ruprecht 173     	20 41 48	+35 33 00	 1791	 8.800
077.468	 -3.418	Dolidze 47       	20 41 55	+36 34 37	 2293	 8.400
078.575	 -2.800	FSR 0225         	20 42 53	+37 49 44	 1150	 8.865
076.870	 -4.262	Turner 11        	20 43 24	+35 35 18	 1905	 8.600
078.018	 -3.395	Ruprecht 174     	20 43 31	+37 01 27	 2110	 8.900
067.465	-11.508	Alessi 12        	20 43 48	+23 47 30	  537	 8.100
081.714	 -0.596	FSR 0248         	20 43 57	+41 39 27	     	
083.584	 +0.678	FSR 0258         	20 44 50	+43 54 54	 1238	 8.300
077.028	 -4.604	Ruprecht 175     	20 45 12	+35 30 00	 4431	 9.000
080.292	 -2.097	FSR 0237         	20 45 30	+39 36 40	 1656	 8.100
087.155	 +2.590	FSR 0274         	20 49 07	+47 53 41	 2153	 7.800
082.096	 -1.715	SAI 137          	20 49 53	+41 15 18	 1060	 8.700
078.119	 -5.241	Dol Dzim 11      	20 51 00	+35 57 00	 2545	 9.300
079.773	 -4.182	Roslund 7        	20 52 08	+37 53 44	  700	 8.670
086.217	 +0.802	Barkhatova 1     	20 53 42	+46 02 00	  833	
083.988	 -1.090	FSR 0261         	20 53 48	+43 06 35	  852	 8.275
087.408	 +1.535	NGC 6991         	20 54 54	+47 25 00	  700	 9.110
089.067	 +2.598	FSR 0284         	20 56 28	+49 22 07	 1887	 8.775
085.479	 -0.467	NGC 6997         	20 56 30	+44 39 00	  741	 8.900
085.466	 -0.478	NGC 6996         	20 56 30	+44 38 00	  760	 8.540
090.389	 +3.693	Berkeley 53      	20 56 36	+51 05 00	 3100	 9.090
087.195	 +0.975	FSR 0275         	20 56 36	+46 53 30	 3948	 8.910
090.420	 +3.190	FSR 0290         	20 59 09	+50 46 46	 1201	 8.920
103.998	+14.262	Collinder 427    	21 00 37	+68 09 35	     	
086.204	 -1.053	FSR 0273         	21 01 40	+44 48 51	 2220	 8.745
085.679	 -1.519	Teutsch 22       	21 01 41	+44 06 43	 2700	 8.550
088.125	 +0.607	NGC 7011         	21 01 49	+47 21 12	 1236	 8.600
088.751	 +1.052	FSR 0282         	21 02 18	+48 07 00	 2533	 9.240
086.212	 -1.410	Collinder 428    	21 03 12	+44 35 00	 1000	
083.129	 -4.143	Berkeley 54      	21 03 12	+40 28 00	 2300	 9.600
